query_id,log2FC,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
CM_cdhit-1_transcript_250797,8.279057940451379,1121287.AUMU01000010_gene1905,0,1559,"COG3203@1|root,COG3203@2|Bacteria,4PKBJ@976|Bacteroidetes,1HYG6@117743|Flavobacteriia,3ZP5Z@59732|Chryseobacterium",976|Bacteroidetes,M,CarboxypepD_reg-like domain,-,-,-,-,-,-,-,-,-,-,-,-,CarbopepD_reg_2
CM_cdhit-1_transcript_256105,8.683276799019149,1121912.AUHD01000035_gene1858,1.18e-27,101,"2DRUD@1|root,33D3V@2|Bacteria,4NY0I@976|Bacteroidetes,1I6KN@117743|Flavobacteriia",976|Bacteroidetes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CM_cdhit-1_transcript_257718,9.924273361744534,234267.Acid_7191,6.36e-18,90.1,"COG2823@1|root,COG2823@2|Bacteria,3Y8DF@57723|Acidobacteria",57723|Acidobacteria,S,BON domain,-,-,-,-,-,-,-,-,-,-,-,-,BON
CM_cdhit-1_transcript_258362,10.364572257745554,985255.APHJ01000026_gene2206,3.08e-40,140,"COG3464@1|root,COG3464@2|Bacteria,4PIDI@976|Bacteroidetes,1IFK6@117743|Flavobacteriia,2P7Q4@244698|Gillisia",976|Bacteroidetes,L,Transposase,-,-,-,-,-,-,-,-,-,-,-,-,-
CM_cdhit-1_transcript_282364,8.485737416651123,5016.M2UC30,6.11e-28,103,"2DZCK@1|root,2S6X3@2759|Eukaryota,3A5SR@33154|Opisthokonta,3P5B4@4751|Fungi,3RM1S@4890|Ascomycota",4751|Fungi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CM_cdhit-1_transcript_302032,10.919419912645138,1202532.FF52_15149,0,1881,"COG0587@1|root,COG0587@2|Bacteria,4NE2R@976|Bacteroidetes,1HX66@117743|Flavobacteriia,2NUYZ@237|Flavobacterium",976|Bacteroidetes,L,DNA polymerase,-,-,2.7.7.7,ko:K02337,"ko00230,ko00240,ko01100,ko03030,ko03430,ko03440,map00230,map00240,map01100,map03030,map03430,map03440",M00260,"R00375,R00376,R00377,R00378",RC02795,"ko00000,ko00001,ko00002,ko01000,ko03032,ko03400",-,-,-,"DNA_pol3_alpha,HHH_6,PHP"
CM_cdhit-1_transcript_302060,10.288521642623644,1123008.KB905692_gene417,1.95e-28,111,"2DSTI@1|root,33HD4@2|Bacteria,4NYHV@976|Bacteroidetes,2FZJE@200643|Bacteroidia",976|Bacteroidetes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CM_cdhit-1_transcript_302067,22.09517216674552,1203606.HMPREF1526_02587,3.46e-13,67.4,"2DPDN@1|root,331NP@2|Bacteria,1VFF8@1239|Firmicutes,24S9D@186801|Clostridia,36VF0@31979|Clostridiaceae",186801|Clostridia,S,ORF located using Blastx,-,-,-,-,-,-,-,-,-,-,-,-,-
CM_cdhit-1_transcript_324345,8.788479844994065,1229487.AMYW01000006_gene671,3.7299999999999996e-126,410,"COG3209@1|root,COG3209@2|Bacteria,4NGJF@976|Bacteroidetes,1HYT1@117743|Flavobacteriia,2NTE8@237|Flavobacterium",976|Bacteroidetes,M,RHS repeat-associated core domain protein,-,-,-,-,-,-,-,-,-,-,-,-,"RHS_repeat,SpvB,VCBS"
CM_cdhit-1_transcript_324413,21.766592858950258,1182590.BN5_00656,4.38e-21,96.3,"COG4968@1|root,COG4968@2|Bacteria,1N6QE@1224|Proteobacteria,1SCBS@1236|Gammaproteobacteria,1YH10@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,NU,"Type IV minor pilin ComP, DNA uptake sequence receptor",pilE,-,-,ko:K02655,-,-,-,-,"ko00000,ko02035,ko02044",3.A.15.2,-,-,"ComP_DUS,N_methyl"
CM_cdhit-1_transcript_324510,7.57262859448627,159749.K0S109,1.39e-17,81.6,"2CZQV@1|root,2SBAE@2759|Eukaryota",2759|Eukaryota,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CM_cdhit-1_transcript_324587,22.45466878673589,1270193.JARP01000001_gene2612,5.259999999999999e-143,421,"COG0400@1|root,COG0400@2|Bacteria,4NF4I@976|Bacteroidetes,1HXVK@117743|Flavobacteriia,2NTH7@237|Flavobacterium",976|Bacteroidetes,S,phospholipase,-,-,-,ko:K06999,-,-,-,-,ko00000,-,-,-,Abhydrolase_2
CM_cdhit-1_transcript_324588,21.5381672906658,1202532.FF52_02140,2.9899999999999995e-144,417,"COG0400@1|root,COG0400@2|Bacteria,4NF4I@976|Bacteroidetes,1HXVK@117743|Flavobacteriia,2NTH7@237|Flavobacterium",976|Bacteroidetes,S,phospholipase,-,-,-,ko:K06999,-,-,-,-,ko00000,-,-,-,Abhydrolase_2
CM_cdhit-1_transcript_324606,21.930315153871458,991.IW20_02195,3.0999999999999994e-160,469,"2CI9I@1|root,2ZB3W@2|Bacteria,4NHIS@976|Bacteroidetes,1HZGX@117743|Flavobacteriia,2NVZ6@237|Flavobacterium",976|Bacteroidetes,S,Protein of unknown function (DUF2931),-,-,-,-,-,-,-,-,-,-,-,-,DUF2931
CM_cdhit-1_transcript_324647,21.819987934571632,1202532.FF52_01690,3.74e-220,624,"COG0545@1|root,COG0652@1|root,COG0545@2|Bacteria,COG0652@2|Bacteria,4NDW4@976|Bacteroidetes,1HYBT@117743|Flavobacteriia,2NTC4@237|Flavobacterium",976|Bacteroidetes,O,peptidylprolyl isomerase,ppiA,-,5.2.1.8,"ko:K01802,ko:K03767,ko:K03772","ko01503,ko04217,map01503,map04217",-,-,-,"ko00000,ko00001,ko01000,ko03110,ko04147",-,-,-,"FKBP_C,Pro_isomerase"
CM_cdhit-1_transcript_324652,22.488768375353736,376686.Fjoh_0714,3.72e-201,559,"COG4989@1|root,COG4989@2|Bacteria,4NENV@976|Bacteroidetes,1HY8B@117743|Flavobacteriia,2NT45@237|Flavobacterium",976|Bacteroidetes,S,aldo keto reductase,-,-,-,-,-,-,-,-,-,-,-,-,Aldo_ket_red
CM_cdhit-1_transcript_324718,22.538773754570276,1453505.JASY01000008_gene954,8.61e-23,97.1,"2DRUD@1|root,33D3V@2|Bacteria,4NY0I@976|Bacteroidetes,1I6KN@117743|Flavobacteriia,2NY5F@237|Flavobacterium",976|Bacteroidetes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CM_cdhit-1_transcript_324772,22.049306034216922,386415.NT01CX_0251,1.42e-9,62.8,"2B9ZZ@1|root,323DM@2|Bacteria,1V6N4@1239|Firmicutes,24JC8@186801|Clostridia,36RET@31979|Clostridiaceae",186801|Clostridia,S,COG NOG15344 non supervised orthologous group,-,-,-,-,-,-,-,-,-,-,-,-,-
CM_cdhit-1_transcript_324787,22.555041916735156,1506583.JQJY01000004_gene2585,1.3499999999999998e-145,411,"COG0461@1|root,COG0461@2|Bacteria,4NEF8@976|Bacteroidetes,1HXXU@117743|Flavobacteriia,2NS8P@237|Flavobacterium",976|Bacteroidetes,F,"Catalyzes the transfer of a ribosyl phosphate group from 5-phosphoribose 1-diphosphate to orotate, leading to the formation of orotidine monophosphate (OMP)",pyrE,-,"2.4.2.10,4.1.1.23","ko:K00762,ko:K13421","ko00240,ko00983,ko01100,map00240,map00983,map01100",M00051,"R00965,R01870,R08231","RC00063,RC00409,RC00611","ko00000,ko00001,ko00002,ko01000",-,-,-,"OMPdecase,Pribosyltran"
CM_cdhit-1_transcript_325468,22.1619022237219,1453500.AT05_11625,4.72e-106,337,"COG1622@1|root,COG1622@2|Bacteria,4NFNF@976|Bacteroidetes,1HWR6@117743|Flavobacteriia",976|Bacteroidetes,C,Subunits I and II form the functional core of the enzyme complex. Electrons originating in cytochrome c are transferred via heme a and Cu(A) to the binuclear center formed by heme a3 and Cu(B),ctaC,-,1.9.3.1,ko:K02275,"ko00190,ko01100,map00190,map01100",M00155,R00081,RC00016,"ko00000,ko00001,ko00002,ko01000","3.D.4.2,3.D.4.4,3.D.4.6",-,-,"COX2,COX2_TM"
CM_cdhit-1_transcript_325521,22.326950531521543,1492738.FEM21_26600,1.38e-216,622,"COG2913@1|root,COG2913@2|Bacteria,4NGBM@976|Bacteroidetes,1I11Q@117743|Flavobacteriia,2P0WU@237|Flavobacterium",976|Bacteroidetes,J,SusD family,-,-,-,ko:K21572,-,-,-,-,"ko00000,ko02000","8.A.46.1,8.A.46.3",-,-,"SusD-like_3,SusD_RagB"
CM_cdhit-1_transcript_325635,22.049306034216922,756067.MicvaDRAFT_2341,6.79e-4,49.7,"COG5592@1|root,COG5592@2|Bacteria,1G2QY@1117|Cyanobacteria,1H6YR@1150|Oscillatoriales",1117|Cyanobacteria,S,PFAM Hemerythrin HHE cation binding domain,-,-,-,-,-,-,-,-,-,-,-,-,Hemerythrin
CM_cdhit-1_transcript_325970,22.267975276724776,614083.AWQR01000009_gene622,2.34e-66,204,"COG1544@1|root,COG1544@2|Bacteria,1MZHW@1224|Proteobacteria,2VU5H@28216|Betaproteobacteria,4AEF4@80864|Comamonadaceae",28216|Betaproteobacteria,J,sigma 54 modulation protein ribosomal protein S30EA,raiA,-,-,ko:K05808,-,-,-,-,"ko00000,ko03009",-,-,-,Ribosomal_S30AE
CM_cdhit-1_transcript_325987,22.00090814927171,714943.Mucpa_2250,8.369999999999999e-103,311,"COG2128@1|root,COG2128@2|Bacteria,4NH2M@976|Bacteroidetes,1ISBM@117747|Sphingobacteriia",976|Bacteroidetes,S,Antioxidant protein with alkyl hydroperoxidase activity. Required for the reduction of the AhpC active site cysteine residues and for the regeneration of the AhpC enzyme activity,-,-,-,-,-,-,-,-,-,-,-,-,CMD
CM_cdhit-1_transcript_326033,21.84971078737371,714943.Mucpa_3149,2.2399999999999998e-139,404,"COG1131@1|root,COG1131@2|Bacteria,4NFNM@976|Bacteroidetes,1IPUN@117747|Sphingobacteriia",976|Bacteroidetes,V,"AAA domain, putative AbiEii toxin, Type IV TA system",-,-,-,ko:K20459,"ko02010,map02010",M00813,-,-,"ko00000,ko00001,ko00002,ko02000","3.A.1.124.3,3.A.1.124.4,3.A.1.124.5",-,-,ABC_tran
CM_cdhit-1_transcript_326054,21.766592858950258,1202532.FF52_04535,9.72e-36,135,"COG1361@1|root,COG3209@1|root,COG3291@1|root,COG4932@1|root,COG5184@1|root,COG1361@2|Bacteria,COG3209@2|Bacteria,COG3291@2|Bacteria,COG4932@2|Bacteria,COG5184@2|Bacteria,4NDZC@976|Bacteroidetes,1IJ8A@117743|Flavobacteriia,2P0KQ@237|Flavobacterium",976|Bacteroidetes,M,Pkd domain containing protein,-,-,-,-,-,-,-,-,-,-,-,-,"CHU_C,DUF11,SprB"
CM_cdhit-1_transcript_326375,22.58704144177658,376686.Fjoh_4143,9.719999999999998e-144,430,"COG0464@1|root,COG0464@2|Bacteria,4NH44@976|Bacteroidetes,1HXKG@117743|Flavobacteriia,2NVR6@237|Flavobacterium",976|Bacteroidetes,O,AAA domain (Cdc48 subfamily),-,-,-,-,-,-,-,-,-,-,-,-,AAA
CM_cdhit-1_transcript_326412,22.246223166916774,1123058.KB894241_gene392,2.2999999999999998e-126,387,"COG5635@1|root,COG5635@2|Bacteria,4NHE7@976|Bacteroidetes,1IMHN@117743|Flavobacteriia",976|Bacteroidetes,T,Nacht domain,-,-,-,-,-,-,-,-,-,-,-,-,DUF4062
CM_cdhit-1_transcript_326500,20.84232336723733,376686.Fjoh_1185,1.64e-30,112,"COG0316@1|root,COG0316@2|Bacteria,4NQC8@976|Bacteroidetes,1I2SJ@117743|Flavobacteriia,2NW9X@237|Flavobacterium",976|Bacteroidetes,S,Belongs to the HesB IscA family,sufA,-,-,ko:K13628,-,-,-,-,"ko00000,ko03016",-,-,-,Fe-S_biosyn
CM_cdhit-1_transcript_326951,21.819987934571632,700598.Niako_1855,2.9899999999999997e-74,229,"COG1309@1|root,COG1309@2|Bacteria,4NM8G@976|Bacteroidetes,1ITU2@117747|Sphingobacteriia",976|Bacteroidetes,K,"regulator, TetR-like, DNA-binding, bacterial archaeal",-,-,-,-,-,-,-,-,-,-,-,-,"TetR_C_13,TetR_N"
CM_cdhit-1_transcript_327048,22.326950531521543,1454007.JAUG01000007_gene2131,1.44e-98,296,"COG2353@1|root,COG2353@2|Bacteria,4NNMD@976|Bacteroidetes,1IVIG@117747|Sphingobacteriia",976|Bacteroidetes,S,Belongs to the UPF0312 family,-,-,-,-,-,-,-,-,-,-,-,-,YceI
CM_cdhit-1_transcript_327509,22.538773754570276,1150600.ADIARSV_0421,1.25e-51,187,"COG1185@1|root,COG1185@2|Bacteria,4NE4Q@976|Bacteroidetes,1INMK@117747|Sphingobacteriia",976|Bacteroidetes,J,Involved in mRNA degradation. Catalyzes the phosphorolysis of single-stranded polyribonucleotides processively in the 3'- to 5'-direction,pnp,-,2.7.7.8,ko:K00962,"ko00230,ko00240,ko03018,map00230,map00240,map03018",M00394,"R00437,R00438,R00439,R00440",RC02795,"ko00000,ko00001,ko00002,ko01000,ko03016,ko03019",-,-,-,"KH_1,PNPase,RNase_PH,RNase_PH_C,S1"
CM_cdhit-1_transcript_327527,21.869468468751425,1408433.JHXV01000006_gene2725,3.02e-81,259,"COG3170@1|root,COG3170@2|Bacteria,4NF47@976|Bacteroidetes,1HXT1@117743|Flavobacteriia,2PAQC@246874|Cryomorphaceae",976|Bacteroidetes,NU,Protein of unknown function (DUF3108),-,-,-,-,-,-,-,-,-,-,-,-,DUF3108
CM_cdhit-1_transcript_327860,22.52231408591771,6183.Smp_201270.1,9.82e-4,41.6,"2DZCK@1|root,2S6X3@2759|Eukaryota,3A5SR@33154|Opisthokonta,3C237@33208|Metazoa",33208|Metazoa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CM_cdhit-1_transcript_327874,22.304198813341664,1506583.JQJY01000001_gene432,5.19e-80,245,"COG1733@1|root,COG1733@2|Bacteria,4NX9B@976|Bacteroidetes,1IJ1S@117743|Flavobacteriia",976|Bacteroidetes,K,HxlR-like helix-turn-helix,-,-,-,-,-,-,-,-,-,-,-,-,HxlR
CM_cdhit-1_transcript_327927,10.531633411114935,1354300.AUQY01000002_gene1029,1.07e-10,59.3,"2C8B1@1|root,2ZGXF@2|Bacteria,1W39A@1239|Firmicutes,24W8J@186801|Clostridia",186801|Clostridia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CM_cdhit-1_transcript_328004,22.1619022237219,471870.BACINT_00001,8.5e-7,50.4,"arCOG05874@1|root,2ZJ01@2|Bacteria,4PK82@976|Bacteroidetes,2FU80@200643|Bacteroidia,4ASE0@815|Bacteroidaceae",976|Bacteroidetes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CM_cdhit-1_transcript_328006,22.12008887226702,1506583.JQJY01000002_gene1756,6.969999999999998e-279,765,"COG3579@1|root,COG3579@2|Bacteria,4NE02@976|Bacteroidetes,1HXT9@117743|Flavobacteriia,2NTRT@237|Flavobacterium",976|Bacteroidetes,E,aminopeptidase,pepC,-,3.4.22.40,ko:K01372,-,-,-,-,"ko00000,ko01000,ko01002",-,-,-,"Peptidase_C1,Peptidase_C1_2"
CM_cdhit-1_transcript_328013,22.14274033184934,5341.XP_007335613.1,8.8e-9,55.1,"2CY47@1|root,2S1X0@2759|Eukaryota,3A4N9@33154|Opisthokonta,3P4UH@4751|Fungi,3V5KY@5204|Basidiomycota,22A4D@155619|Agaricomycetes",4751|Fungi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CM_cdhit-1_transcript_328042,21.930315153871458,1202532.FF52_16267,3.62e-142,404,"COG0357@1|root,COG0357@2|Bacteria,4NEJG@976|Bacteroidetes,1HYFU@117743|Flavobacteriia,2NSE7@237|Flavobacterium",976|Bacteroidetes,J,Specifically methylates the N7 position of a guanine in 16S rRNA,rsmG,"GO:0000154,GO:0001510,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008170,GO:0008173,GO:0008649,GO:0008757,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016435,GO:0016740,GO:0016741,GO:0022613,GO:0031167,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0036265,GO:0042254,GO:0043170,GO:0043412,GO:0043414,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0070043,GO:0070475,GO:0070476,GO:0071704,GO:0071840,GO:0090304,GO:0140098,GO:0140102,GO:1901360",2.1.1.170,ko:K03501,-,-,-,-,"ko00000,ko01000,ko03009,ko03036",-,-,-,GidB
CM_cdhit-1_transcript_328088,22.304198813341664,9258.ENSOANP00000018474,1.99e-7,62.4,"COG5640@1|root,2QUEV@2759|Eukaryota,38CED@33154|Opisthokonta,3BHPG@33208|Metazoa,3CY86@33213|Bilateria,48BXR@7711|Chordata,4974R@7742|Vertebrata,3JEUK@40674|Mammalia",33208|Metazoa,O,zymogen activation,F9,"GO:0000287,GO:0003674,GO:0003824,GO:0004175,GO:0004252,GO:0005488,GO:0005509,GO:0005575,GO:0005576,GO:0005615,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005788,GO:0005794,GO:0005796,GO:0005886,GO:0006508,GO:0006807,GO:0006810,GO:0006888,GO:0006950,GO:0007596,GO:0007597,GO:0007599,GO:0008150,GO:0008152,GO:0008233,GO:0008236,GO:0009611,GO:0010467,GO:0012505,GO:0016020,GO:0016192,GO:0016485,GO:0016787,GO:0017171,GO:0019538,GO:0031638,GO:0031974,GO:0032501,GO:0042060,GO:0043167,GO:0043169,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0044238,GO:0044421,GO:0044422,GO:0044424,GO:0044431,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0046872,GO:0046907,GO:0048193,GO:0050817,GO:0050878,GO:0050896,GO:0051179,GO:0051234,GO:0051604,GO:0051641,GO:0051649,GO:0065007,GO:0065008,GO:0070011,GO:0070013,GO:0071704,GO:0071944,GO:0072376,GO:0072378,GO:0140096,GO:1901564",3.4.21.22,ko:K01321,"ko04610,map04610",-,-,-,"ko00000,ko00001,ko01000,ko01002",-,-,-,"EGF,FXa_inhibition,Gla,Trypsin"
CM_cdhit-1_transcript_328103,22.538773754570276,376686.Fjoh_0884,3.5799999999999994e-174,499,"COG0639@1|root,COG0639@2|Bacteria,4NEQW@976|Bacteroidetes,1HWXJ@117743|Flavobacteriia,2NTFN@237|Flavobacterium",976|Bacteroidetes,T,Metallophosphatase,pphA,-,3.1.3.16,ko:K07313,-,-,-,-,"ko00000,ko01000",-,-,-,Metallophos
CM_cdhit-1_transcript_328120,21.5381672906658,376686.Fjoh_1516,1.3e-200,557,"COG1131@1|root,COG1131@2|Bacteria,4NEH0@976|Bacteroidetes,1HWPM@117743|Flavobacteriia,2NSBU@237|Flavobacterium",976|Bacteroidetes,V,Gliding motility protein GldA,gldA,-,-,ko:K01990,-,M00254,-,-,"ko00000,ko00002,ko02000",3.A.1,-,-,ABC_tran
CM_cdhit-1_transcript_328196,21.766592858950258,755732.Fluta_2263,8.369999999999999e-47,168,"2AAU0@1|root,3106Q@2|Bacteria,4NNSV@976|Bacteroidetes,1ICQH@117743|Flavobacteriia,2PBRJ@246874|Cryomorphaceae",976|Bacteroidetes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CM_cdhit-1_transcript_328578,22.226905710374282,1201290.M902_1580,3.15e-32,124,"COG2204@1|root,COG2204@2|Bacteria,1MU0N@1224|Proteobacteria,42M03@68525|delta/epsilon subdivisions,2MSN1@213481|Bdellovibrionales,2WIT0@28221|Deltaproteobacteria",213481|Bdellovibrionales,T,"two component, sigma54 specific, transcriptional regulator, Fis family",-,-,-,-,-,-,-,-,-,-,-,-,"HTH_8,Response_reg,Sigma54_activat"
CM_cdhit-1_transcript_328657,21.791536997566034,1506583.JQJY01000002_gene1612,1.5999999999999998e-178,500,"COG4221@1|root,COG4221@2|Bacteria,4NHY6@976|Bacteroidetes,1I0ZT@117743|Flavobacteriia,2NT3J@237|Flavobacterium",976|Bacteroidetes,S,Belongs to the short-chain dehydrogenases reductases (SDR) family,-,-,-,-,-,-,-,-,-,-,-,-,adh_short
CM_cdhit-1_transcript_328673,22.00090814927171,362418.IW19_01300,8.69e-205,576,"COG5492@1|root,COG5492@2|Bacteria,4NHPH@976|Bacteroidetes,1HZ96@117743|Flavobacteriia,2NTQH@237|Flavobacterium",976|Bacteroidetes,N,"domain, Protein",-,-,-,-,-,-,-,-,-,-,-,-,-
CM_cdhit-1_transcript_329193,22.12008887226702,714943.Mucpa_5231,5.549999999999999e-56,184,"COG1476@1|root,COG1476@2|Bacteria,4NRSV@976|Bacteroidetes,1ISZM@117747|Sphingobacteriia",976|Bacteroidetes,K,Cro/C1-type HTH DNA-binding domain,-,-,-,-,-,-,-,-,-,-,-,-,"HTH_19,HTH_3,HTH_31"
CM_cdhit-1_transcript_329279,21.84971078737371,1218108.KB908299_gene3285,4.51e-263,731,"COG1167@1|root,COG1167@2|Bacteria,4NG85@976|Bacteroidetes,1HZQU@117743|Flavobacteriia",976|Bacteroidetes,K,helix_turn_helix gluconate operon transcriptional repressor,-,-,-,ko:K00375,-,-,-,-,"ko00000,ko03000",-,-,-,"Aminotran_1_2,GntR"
CM_cdhit-1_transcript_329681,21.897622687965015,485917.Phep_0243,4.32e-124,376,"COG0459@1|root,COG0459@2|Bacteria,4NDZM@976|Bacteroidetes,1INP2@117747|Sphingobacteriia",976|Bacteroidetes,O,Prevents misfolding and promotes the refolding and proper assembly of unfolded polypeptides generated under stress conditions,groL,"GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006457,GO:0006458,GO:0008150,GO:0009987,GO:0016465,GO:0032991,GO:0044183,GO:0044424,GO:0044444,GO:0044445,GO:0044464,GO:0051082,GO:0061077,GO:0101031,GO:1990220",-,ko:K04077,"ko03018,ko04212,ko04940,ko05134,ko05152,map03018,map04212,map04940,map05134,map05152",-,-,-,"ko00000,ko00001,ko03019,ko03029,ko03110,ko04147",-,-,-,Cpn60_TCP1
CM_cdhit-1_transcript_330153,22.14274033184934,1175306.GWL_45930,3.76e-78,239,"COG0783@1|root,COG0783@2|Bacteria,1RAC5@1224|Proteobacteria,2VHJI@28216|Betaproteobacteria,474AV@75682|Oxalobacteraceae",28216|Betaproteobacteria,P,Belongs to the Dps family,dps,-,-,ko:K04047,-,-,-,-,"ko00000,ko03036",-,-,-,Ferritin
CM_cdhit-1_transcript_330434,22.401357647576955,509635.N824_21075,1.6899999999999998e-90,284,"COG1670@1|root,COG1670@2|Bacteria,4NMRH@976|Bacteroidetes,1ISEZ@117747|Sphingobacteriia",976|Bacteroidetes,J,Domain of unknown function (DUF4202),-,-,-,-,-,-,-,-,-,-,-,-,DUF4202
CM_cdhit-1_transcript_330693,22.12008887226702,362418.IW19_01535,8.92e-90,268,"COG1309@1|root,COG1309@2|Bacteria,4NP1K@976|Bacteroidetes,1I2H0@117743|Flavobacteriia,2NV4V@237|Flavobacterium",976|Bacteroidetes,K,"Bacterial regulatory proteins, tetR family",-,-,-,ko:K16137,-,-,-,-,"ko00000,ko03000",-,-,-,"TetR_C_13,TetR_N"
CM_cdhit-1_transcript_330760,22.45466878673589,6669.EFX60309,5.11e-22,96.7,"KOG4012@1|root,KOG4012@2759|Eukaryota,39IQC@33154|Opisthokonta,3C4DF@33208|Metazoa,3DKDE@33213|Bilateria,423AF@6656|Arthropoda",33208|Metazoa,B,Domain in histone families 1 and 5,hil-1,"GO:0000003,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005730,GO:0005856,GO:0007275,GO:0007610,GO:0008150,GO:0009653,GO:0010171,GO:0018991,GO:0019098,GO:0022414,GO:0031974,GO:0031981,GO:0032501,GO:0032502,GO:0032504,GO:0035264,GO:0035295,GO:0040007,GO:0040011,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0045111,GO:0048565,GO:0048589,GO:0048609,GO:0048731,GO:0048856,GO:0055123,GO:0060465,GO:0070013",-,ko:K11275,-,-,-,-,"ko00000,ko03036",-,-,-,Linker_histone
CM_cdhit-1_transcript_331237,22.12008887226702,886379.AEWI01000026_gene429,3.4399999999999997e-121,356,"COG0297@1|root,COG0297@2|Bacteria,4NFP8@976|Bacteroidetes,2FN7D@200643|Bacteroidia,3XJD4@558415|Marinilabiliaceae",976|Bacteroidetes,G,Starch synthase catalytic domain,glgA,-,2.4.1.21,ko:K00703,"ko00500,ko01100,ko01110,ko02026,map00500,map01100,map01110,map02026",M00565,R02421,RC00005,"ko00000,ko00001,ko00002,ko01000,ko01003",-,GT5,-,Glyco_transf_5
CM_cdhit-1_transcript_331298,22.52231408591771,1089547.KB913013_gene3401,2.9599999999999994e-55,182,"COG1825@1|root,COG1825@2|Bacteria,4NEN6@976|Bacteroidetes,47NVP@768503|Cytophagia",976|Bacteroidetes,J,This is one of the proteins that binds to the 5S RNA in the ribosome where it forms part of the central protuberance,ctc,"GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008097,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0019538,GO:0019843,GO:0022625,GO:0022626,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071704,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904",-,ko:K02897,"ko03010,map03010",M00178,-,-,"ko00000,ko00001,ko00002,ko03011",-,-,-,"Ribosomal_L25p,Ribosomal_TL5_C"
CM_cdhit-1_transcript_331344,22.28484049334077,1147.D082_04290,5.36e-189,622,"COG0823@1|root,COG2373@1|root,COG2931@1|root,COG3210@1|root,COG3391@1|root,COG4932@1|root,COG0823@2|Bacteria,COG2373@2|Bacteria,COG2931@2|Bacteria,COG3210@2|Bacteria,COG3391@2|Bacteria,COG4932@2|Bacteria,1G689@1117|Cyanobacteria",1117|Cyanobacteria,Q,Domain of unknown function (DUF4114),-,-,-,ko:K20276,"ko02024,map02024",-,-,-,"ko00000,ko00001",-,-,-,"Calx-beta,DUF4114,DUF4347,HemolysinCabind,VCBS"
CM_cdhit-1_transcript_331362,21.766592858950258,761193.Runsl_0601,7.659999999999999e-41,145,"COG0251@1|root,COG0251@2|Bacteria,4NQ8M@976|Bacteroidetes,47QE4@768503|Cytophagia",976|Bacteroidetes,J,TIGRFAM endoribonuclease L-PSP,yjgF,-,3.5.99.10,ko:K09022,-,-,"R11098,R11099","RC03275,RC03354","ko00000,ko01000",-,-,-,Ribonuc_L-PSP
